Time,3H,3V,4H,4V,3H,3V,4H,4V,3H,3V,4H,4V,3H,3V,4H,4V,3H,3V,4H,4V
7.81253051769733e-05,-0.0397499927345309,0.0708816128486056,0.162303162915851,0.180313556163022,0.166276991696607,-0.215396313794821,-0.134663655088063,0.0748525969681909,0.000357569421157687,-0.100763748914343,-0.0937589864970646,-0.168937430328032,0.0824146164471058,-0.00491694005976096,0.0713839740704501,0.038140158250497,-0.274015726067864,0.107366646603586,-0.169196209589041,-0.153080329005964
0.00017578193664819,-0.0451720764870259,0.0701775263545817,0.15689941888454,0.108066877753479,-0.0174090559680639,-0.468254410816733,-0.0476179464774951,-0.0342765695029821,-0.0146644691417166,-0.00827349032868526,-0.0539960381604697,-0.18851132445328,0.138922609660679,-0.391296543077689,0.190792370939335,-0.00633989157057654,-0.154168767984032,0.139493627749004,-0.164103300391389,-0.187059831838966
0.000273438568119407,-0.0937756596407186,0.123779145567729,0.0948639591976517,0.00507163404572564,0.161336735409182,-0.502178026464143,-0.119857157338552,-0.138079547594433,0.0724914102994012,-0.0386038369721116,-0.0946317150684932,-0.330672575984095,0.128859124630739,-0.0881084011553785,0.252732189138943,0.0382919880218688,-0.182364823313373,0.0420929728386454,-0.195880184540117,-0.127032413429423
0.000371095199590623,0.0142512778443114,0.182588576952191,0.208163256066536,-0.0215957469980119,0.200974668263473,-0.515579948695219,-0.041556667221135,-0.226152961371769,0.0408005810778443,-0.120635983237052,-0.117460142563601,-0.278200206998012,0.0401174839121756,-0.236348956703187,0.199358261643836,0.105540430357853,-0.0596817921756487,0.0228823370318725,-0.137807868982388,-0.149837245089463
0.00046875183106184,-0.17649140750499,0.156871210786853,0.149266032681018,-0.0737948223956262,-0.0235630295409182,-0.887902100677291,-0.155824334148728,-0.474704370298211,-0.0139996692215569,-0.109139950308765,-0.0175327211350294,-0.10676617554672,0.136269509061876,-0.412601229233068,0.269391740704501,0.105352161441352,-0.112749903233533,-0.0453776346215139,-0.219742735616438,-0.12505862640159
0.000566408462533057,-0.0447024471856287,0.258654197151394,0.281855022015656,-0.212421476848907,0.139349545389222,-0.546875379412351,0.0138257315068493,-0.474151709930417,0.0154588960479042,-0.0464398340737052,-0.0567038877690802,-0.139537113399602,0.0686245924151697,-0.290108388406374,0.221529153913894,0.0398588712624254,-0.138774685429142,-0.0968973429083665,-0.141543864579256,-0.0867732312524851
0.000664065094004273,-0.190330224191617,0.231358706085657,0.180995096086106,-0.153086402196819,-0.0388839231137725,-0.18987924809761,-0.120293521624266,-0.386315150596421,0.067904900758483,-0.113370538984064,-0.08127179481409,-0.144972619214712,0.225669850618762,-0.154820596464143,0.290187786594912,0.183101150765408,-0.108102402874251,-0.079167716623506,-0.231674011154599,-0.100201056232604
0.00076172172547549,-0.109273426586826,0.235103717868526,0.322233662426614,-0.25175146082505,-0.224857126467066,0.295588389531872,-0.0198819151663405,-0.361232872365805,-0.0913909186427146,-0.164258997310757,0.0451064754403131,-0.293316379035785,0.183580086866267,-0.0359392337749004,0.23043576741683,0.228364642206759,-0.0870788677844311,-0.111070118456175,-0.177110542661448,-0.0836333915805169
0.000859378356946707,-0.114396655329341,0.18465227874502,0.209400617808219,-0.324915191053678,0.078785662754491,0.384958816583665,0.0660997818982388,-0.49308184582505,0.0393672968463074,-0.159724923077689,-0.222809240802348,-0.250190650775348,0.17934122499002,-0.0762117672908366,0.238780487181996,0.0861973174850895,-0.0989659782834331,-0.0860689782071713,-0.17288438444227,-0.0635736421868787
0.000957034988417924,-0.114604024111776,0.173842123177291,0.283361375440313,-0.247688496143141,-0.123734349620758,0.700019313525896,-0.081277772407045,-0.42046470277336,-0.0953736190818363,-0.169776364750996,-0.0827363050880626,-0.0827649252882704,0.244284248383234,-0.0666459025099602,0.250932933659491,0.0542644799701789,-0.172685580439122,-0.0679448206972112,-0.09964691555773,-0.0881700651491054
0.00105469161988914,-0.06343272750499,0.127766945796813,0.233053953131115,-0.26630282611332,-0.0847673157684631,0.834117442081673,0.0741515996086106,-0.298053467902584,0.0870682158882235,-0.177169272938247,-0.00894889765166341,-0.0450989956063618,0.320986301556886,0.0651700146513944,0.287019662328767,0.121549361451292,-0.174679980199601,-0.110135382938247,-0.0389384815068493,-0.0790359861033797
0.00115234825136036,-0.080778516247505,0.0181297531972112,0.18474902446184,-0.383934459781312,-0.186134055888224,0.725445333555777,-0.0548448563600783,-0.383381799413519,-0.0637803751696607,-0.259662717250996,-0.149757077299413,0.00306140787276342,0.250877355848303,0.0694673701494024,0.201223270645793,-0.0164578275347913,-0.128845380199601,-0.115191452330677,-0.113311693052838,-0.0375925317097415
0.00125000488283157,-0.0446048618762475,-0.00158466863545817,0.252756099510763,-0.29873366527833,0.0875256470259481,0.310793015976096,0.106173565068493,-0.338160820308151,0.116801239840319,-0.208938141125498,0.090410652446184,0.0103735296620278,0.334074931177645,0.109308954173307,0.212646450782779,-0.118766800675944,-0.118050005349301,-0.144672039412351,-0.127795400782779,0.0889241801789264
0.00134766151430279,-0.0585778583632734,0.00393269880478088,0.225408611741683,-0.173140078399602,0.0286512100598802,-0.168859838366534,0.0752454991193738,-0.303665096252485,-0.0399573615169661,-0.16782798747012,-0.117812820547945,0.0904060387475149,0.232269057165669,0.0504084771215139,0.224320689823875,-0.154082405497018,-0.0296072196407186,-0.133163867061753,-0.125739108806262,0.00897062257455268
0.00144531814577401,0.0227655960878244,-0.0298634529083665,0.186022251761252,-0.158272907186879,0.0161602904590818,-0.277113136822709,0.020759739334638,-0.332409508568588,-0.0239167762874251,-0.141012003585657,0.113053774559687,0.301838105168986,0.273248788023952,0.0728239204183267,0.183404066046967,-0.157434806848907,-0.136737592095808,-0.193733514681275,-0.13633738111546,0.0483066797415507
0.00154297477724522,-0.0711480660279441,-0.0938017902191235,0.217852934246575,-0.125641652723658,-0.00291153844311377,-0.375849128187251,0.0826278264187867,-0.0798619400596421,0.0330730443912176,-0.194225161284861,0.0277415679060665,0.28543441666998,0.256732474411178,0.172033349252988,0.111218653522505,-0.0884433587375745,-0.0734718162075848,-0.141892111703187,-0.137030781898239,0.0654027119980119
0.00164063140871644,-0.0180738558882235,-0.0370014332270916,0.216854676223092,-0.0145690651789264,0.00595042746506986,-0.440042393366534,0.0725256943248532,-0.00145097293240557,-0.0320895459481038,-0.148775164153386,-0.0658256946183953,0.386042896371769,0.175608586906188,0.0586268660258964,0.142714590802348,-0.0674422647614314,-0.121069050858283,-0.168447098007968,-0.120431006262231,0.0334941672465209
0.00173828804018766,-0.12376484502994,-0.0394535965338645,0.224780964481409,0.0524060835685885,-0.108889184431138,-0.652039194890438,0.0120145208414873,-0.0128260594035785,0.00790823273453094,-0.0721572002390438,-0.0599437431506849,0.295692036023857,0.302493885429142,0.109576021464143,0.203429002446184,-0.130190472673956,-0.275516100199601,-0.181964344750996,-0.0365354891389433,0.0700790689562624
