datetime,stockprice,price
2018/7/10,openingprice,7221
2018/7/10,closingprice,7151
2018/7/10,highprice,7255
2018/7/10,lowprice,7151
2018/7/10,tradevolum,7462200
2018/7/11,openingprice,7113
2018/7/11,closingprice,7132
2018/7/11,highprice,7183
2018/7/11,lowprice,7057
2018/7/11,tradevolum,5667000
2018/7/12,openingprice,7157
2018/7/12,closingprice,7234
2018/7/12,highprice,7266
2018/7/12,lowprice,7150
2018/7/12,tradevolum,6240800
2018/7/13,openingprice,7274
2018/7/13,closingprice,7278
2018/7/13,highprice,7299
2018/7/13,lowprice,7220
2018/7/13,tradevolum,6268000
2018/7/17,openingprice,7273
2018/7/17,closingprice,7373
2018/7/17,highprice,7452
2018/7/17,lowprice,7267
2018/7/17,tradevolum,6244100
2018/7/18,openingprice,7476
2018/7/18,closingprice,7473
2018/7/18,highprice,7526
2018/7/18,lowprice,7445
2018/7/18,tradevolum,5537900
2018/7/19,openingprice,7454
2018/7/19,closingprice,7457
2018/7/19,highprice,7503
2018/7/19,lowprice,7419
2018/7/19,tradevolum,5644200
2018/7/2,openingprice,7150
2018/7/2,closingprice,7068
2018/7/2,highprice,7210
2018/7/2,lowprice,7057
2018/7/2,tradevolum,7850000
2018/7/20,openingprice,7450
2018/7/20,closingprice,7440
2018/7/20,highprice,7510
2018/7/20,lowprice,7406
2018/7/20,tradevolum,5803300
2018/7/23,openingprice,7332
2018/7/23,closingprice,7311
2018/7/23,highprice,7385
2018/7/23,lowprice,7308
2018/7/23,tradevolum,5421100
2018/7/24,openingprice,7374
2018/7/24,closingprice,7365
2018/7/24,highprice,7405
2018/7/24,lowprice,7346
2018/7/24,tradevolum,4232600
2018/7/25,openingprice,7364
2018/7/25,closingprice,7323
2018/7/25,highprice,7388
2018/7/25,lowprice,7319
2018/7/25,tradevolum,4682800
2018/7/26,openingprice,7450
2018/7/26,closingprice,7384
2018/7/26,highprice,7470
2018/7/26,lowprice,7384
2018/7/26,tradevolum,6178700
2018/7/27,openingprice,7400
2018/7/27,closingprice,7456
2018/7/27,highprice,7465
2018/7/27,lowprice,7385
2018/7/27,tradevolum,4362200
2018/7/3,openingprice,7103
2018/7/3,closingprice,7075
2018/7/3,highprice,7154
2018/7/3,lowprice,7023
2018/7/3,tradevolum,6783900
2018/7/30,openingprice,7433
2018/7/30,closingprice,7493
2018/7/30,highprice,7499
2018/7/30,lowprice,7432
2018/7/30,tradevolum,3873100
2018/7/31,openingprice,7495
2018/7/31,closingprice,7305
2018/7/31,highprice,7523
2018/7/31,lowprice,7305
2018/7/31,tradevolum,8975400
2018/7/4,openingprice,7059
2018/7/4,closingprice,7098
2018/7/4,highprice,7145
2018/7/4,lowprice,7037
2018/7/4,tradevolum,5241100
2018/7/5,openingprice,7123
2018/7/5,closingprice,7086
2018/7/5,highprice,7164
2018/7/5,lowprice,7055
2018/7/5,tradevolum,6147100
2018/7/6,openingprice,7145
2018/7/6,closingprice,7162
2018/7/6,highprice,7226
2018/7/6,lowprice,7130
2018/7/6,tradevolum,7129200
2018/7/9,openingprice,7196
2018/7/9,closingprice,7210
2018/7/9,highprice,7243
2018/7/9,lowprice,7174
2018/7/9,tradevolum,5416500
2018/8/1,openingprice,7422
2018/8/1,closingprice,7399
2018/8/1,highprice,7428
2018/8/1,lowprice,7363
2018/8/1,tradevolum,5801000
2018/8/10,openingprice,6999
2018/8/10,closingprice,6951
2018/8/10,highprice,7025
2018/8/10,lowprice,6950
2018/8/10,tradevolum,4963500
2018/8/13,openingprice,6900
2018/8/13,closingprice,6805
2018/8/13,highprice,6917
2018/8/13,lowprice,6805
2018/8/13,tradevolum,5822300
2018/8/14,openingprice,6865
2018/8/14,closingprice,6864
2018/8/14,highprice,6885
2018/8/14,lowprice,6813
2018/8/14,tradevolum,4296800
2018/8/15,openingprice,6880
2018/8/15,closingprice,6815
2018/8/15,highprice,6909
2018/8/15,lowprice,6793
2018/8/15,tradevolum,4577700
2018/8/16,openingprice,6770
2018/8/16,closingprice,6775
2018/8/16,highprice,6791
2018/8/16,lowprice,6700
2018/8/16,tradevolum,5862600
2018/8/17,openingprice,6864
2018/8/17,closingprice,6803
2018/8/17,highprice,6866
2018/8/17,lowprice,6771
2018/8/17,tradevolum,4665900
2018/8/2,openingprice,7379
2018/8/2,closingprice,7282
2018/8/2,highprice,7383
2018/8/2,lowprice,7251
2018/8/2,tradevolum,6190300
2018/8/20,openingprice,6770
2018/8/20,closingprice,6760
2018/8/20,highprice,6786
2018/8/20,lowprice,6727
2018/8/20,tradevolum,3938100
2018/8/21,openingprice,6750
2018/8/21,closingprice,6724
2018/8/21,highprice,6758
2018/8/21,lowprice,6696
2018/8/21,tradevolum,4620300
2018/8/22,openingprice,6769
2018/8/22,closingprice,6879
2018/8/22,highprice,6898
2018/8/22,lowprice,6735
2018/8/22,tradevolum,5681400
2018/8/23,openingprice,6861
2018/8/23,closingprice,6802
2018/8/23,highprice,6869
2018/8/23,lowprice,6791
2018/8/23,tradevolum,4300300
2018/8/24,openingprice,6814
2018/8/24,closingprice,6830
2018/8/24,highprice,6842
2018/8/24,lowprice,6781
2018/8/24,tradevolum,3713200
2018/8/27,openingprice,6895
2018/8/27,closingprice,6966
2018/8/27,highprice,6983
2018/8/27,lowprice,6882
2018/8/27,tradevolum,5043900
2018/8/28,openingprice,7100
2018/8/28,closingprice,7026
2018/8/28,highprice,7125
2018/8/28,lowprice,7026
2018/8/28,tradevolum,6175900
2018/8/29,openingprice,6987
2018/8/29,closingprice,7070
2018/8/29,highprice,7091
2018/8/29,lowprice,6981
2018/8/29,tradevolum,4349200
2018/8/3,openingprice,7310
2018/8/3,closingprice,7220
2018/8/3,highprice,7410
2018/8/3,lowprice,7200
2018/8/3,tradevolum,9080300
2018/8/30,openingprice,7130
2018/8/30,closingprice,7003
2018/8/30,highprice,7130
2018/8/30,lowprice,7002
2018/8/30,tradevolum,5826900
2018/8/31,openingprice,6973
2018/8/31,closingprice,6930
2018/8/31,highprice,6984
2018/8/31,lowprice,6922
2018/8/31,tradevolum,5930600
2018/8/6,openingprice,7258
2018/8/6,closingprice,7133
2018/8/6,highprice,7271
2018/8/6,lowprice,7107
2018/8/6,tradevolum,5729500
2018/8/7,openingprice,7168
2018/8/7,closingprice,7146
2018/8/7,highprice,7168
2018/8/7,lowprice,7053
2018/8/7,tradevolum,5252200
2018/8/8,openingprice,7145
2018/8/8,closingprice,7061
2018/8/8,highprice,7153
2018/8/8,lowprice,7060
2018/8/8,tradevolum,4294900
2018/8/9,openingprice,7051
2018/8/9,closingprice,6990
2018/8/9,highprice,7054
2018/8/9,lowprice,6979
2018/8/9,tradevolum,5009500
2018/9/10,openingprice,6565
2018/9/10,closingprice,6594
2018/9/10,highprice,6644
2018/9/10,lowprice,6556
2018/9/10,tradevolum,4735300
2018/9/11,openingprice,6612
2018/9/11,closingprice,6700
2018/9/11,highprice,6728
2018/9/11,lowprice,6597
2018/9/11,tradevolum,5704700
2018/9/12,openingprice,6682
2018/9/12,closingprice,6661
2018/9/12,highprice,6710
2018/9/12,lowprice,6622
2018/9/12,tradevolum,5317300
2018/9/13,openingprice,6705
2018/9/13,closingprice,6783
2018/9/13,highprice,6805
2018/9/13,lowprice,6694
2018/9/13,tradevolum,6310600
2018/9/14,openingprice,6845
2018/9/14,closingprice,6848
2018/9/14,highprice,6859
2018/9/14,lowprice,6798
2018/9/14,tradevolum,7650100
2018/9/18,openingprice,6837
2018/9/18,closingprice,6960
2018/9/18,highprice,6968
2018/9/18,lowprice,6811
2018/9/18,tradevolum,7027400
2018/9/19,openingprice,7017
2018/9/19,closingprice,7019
2018/9/19,highprice,7075
2018/9/19,lowprice,6991
2018/9/19,tradevolum,7104100
2018/9/20,openingprice,7065
2018/9/20,closingprice,6979
2018/9/20,highprice,7066
2018/9/20,lowprice,6954
2018/9/20,tradevolum,7161200
2018/9/21,openingprice,7051
2018/9/21,closingprice,7000
2018/9/21,highprice,7054
2018/9/21,lowprice,6997
2018/9/21,tradevolum,10446100
2018/9/25,openingprice,7004
2018/9/25,closingprice,7122
2018/9/25,highprice,7126
2018/9/25,lowprice,7001
2018/9/25,tradevolum,8661800
2018/9/26,openingprice,7055
2018/9/26,closingprice,7030
2018/9/26,highprice,7060
2018/9/26,lowprice,6947
2018/9/26,tradevolum,7999900
2018/9/27,openingprice,7110
2018/9/27,closingprice,7008
2018/9/27,highprice,7134
2018/9/27,lowprice,7002
2018/9/27,tradevolum,8039100
2018/9/28,openingprice,7083
2018/9/28,closingprice,7095
2018/9/28,highprice,7114
2018/9/28,lowprice,7020
2018/9/28,tradevolum,8082700
2018/9/3,openingprice,6851
2018/9/3,closingprice,6816
2018/9/3,highprice,6885
2018/9/3,lowprice,6805
2018/9/3,tradevolum,4812800
2018/9/4,openingprice,6808
2018/9/4,closingprice,6773
2018/9/4,highprice,6811
2018/9/4,lowprice,6758
2018/9/4,tradevolum,4265800
2018/9/5,openingprice,6763
2018/9/5,closingprice,6721
2018/9/5,highprice,6791
2018/9/5,lowprice,6711
2018/9/5,tradevolum,6024000
2018/9/6,openingprice,6681
2018/9/6,closingprice,6667
2018/9/6,highprice,6702
2018/9/6,lowprice,6646
2018/9/6,tradevolum,5451500
2018/9/7,openingprice,6610
2018/9/7,closingprice,6596
2018/9/7,highprice,6626
2018/9/7,lowprice,6552
2018/9/7,tradevolum,6639700
